label,text,label_enc
Not-Hope,ರಕ್ಷಿತ್ ಶೆಟ್ರೆ... ಅದ್ಭುತ ಕನ್ನಡ ಪದ ಬಳಿಕೆ..ದೇವರ ಹಾಗೆ ಬಂದು ಕನ್ನಡ ಚಿತ್ರರಂಗವನ್ನು ಬದುಕಿಸುತ್ತಿದ್ದೀರಿ..,1
Hope,ನಮ್ ಕನ್ನಡ ಸಾಂಗ್ಸ್ ಯಾವ್ಗ್ಲು ಸೂಪರ್ ಹಿಟ್,0
Not-Hope,ಹಾಂಡ್ ಅಪ್ ಬ್ರೋ.... ಸೂಪರ್ ಆಗಿದೆ ಬ್ರೋ ನಮ್ಮ ಕನ್ನಡ ಮೂವಿ ಅದ್ರೆ ಸುಮನೇನ,1
Not-Hope,ನೆಕ್ಸ್ಟ್ ಲೆವಲ್ ಮೂವಿ ಇನ್ ಪ್ರಜ್ವಲ್,1
Not-Hope,ಕಮ್ಯೂನಿಸ್ಟ್ ಸರ್ಕಾರ್ ಬೇಕು ಭಾರತ್ ದಲ್ಲಿ ನು ನಮ್ ಅವ್ರಿಗೆ ಫ್ರೀಡಮ್ ಜಾಸ್ತಿ ಆಗಿದೆ,1
Not-Hope,ಸಾಂಗ್ ಪ್ರಮೋಷನ್ ಇಲ್ದೆನೆ #1 ಟ್ರೆಂಡಿಂಗ್ ನಲ್ಲಿದೆ ಇದು ಹೇಗ್ ಸಾಧ್ಯ... ?,1
Not-Hope,ಮ್ಯೂಸಿಕ್ ಸೂಪರ್,1
Not-Hope,ಲೆ ಟಿಕ್ಟೋಕ್ ಹುಚ್ಚು ಸುಲೆಮಾಕ್ಲೆ,1
Not-Hope,ಸೂಪರ್ ತಿಪ್ಪ ಸ್ಟೋರಿ,1
Hope,ಬಾಸ್ ಅಕ್ಕುನ್ ಬಿಡ್ಬೇಡೆ ರೋಸ್ಟೆ ಮಾಡಿ,0
Not-Hope,ಸುಪರ್ ತೊಗರಿ ತಿಫ ಲಾಚನಕೇರಿ,1
Hope,ಸೂಪರ್ ಬ್ರೋ ನೀವು,0
Not-Hope,ಸ್ ಸಿರ್ ನಿವ್ ಹೆಲಿಡ್ ನಾಟ್ ಜೆಎ,1
Not-Hope,ಬೋಲಿ ಮಕ್ಲು ಈ ತಾರಾ ವಿಡಿಯೋಸ್ ನು ಡಿಸ್ಲೈಕ್ ಮಾಡ್ತಾರೆ,1
Hope,ಬ್ರೋ ಅವರು ಗೆ ದೇಶದ ಬಗ್ಗೆ ಅಭಿಮಾನ ಇಲ್ಲಾ ಬಿಡಿ,0
Hope,ಗುರು ಸೂಪರ್ ಗುರು ನಿನು,0
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಸಾಂಗ್,0
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರಾ..........,0
Hope,ಬ್ರೋ ಸೂಪರ್  ನೈಸ್,0
Not-Hope,ಕರೆಕ್ಟ್ ಆಗಿ ಹೆಲ್ಡೆ ಗುರು.. ಅದಷ್ಟು ಎಲ್ಲಕಡೆ ಶೇರ್ ಮಾಡಿ,1
Not-Hope,@ಕುಮಾರ ಕಾಂತಿರವ ಸಾರಿ ಬಿಡಿ ನಾವೆಲ್ಲಾ ಕನ್ನಡಿಗರೇ,1
Not-Hope,ನಿಜಾ ಕಾನೋ ಅಧು...ನೀವ್ಗಳು ಕಥೆ ಕಟ್ಕೊಂಡಿರೋದು...ಅಲ್ಲಾ ಅಲ್ಲಾ ಅಂಥ....,1
Hope,ಈ ಚಿತ್ರ ಪ್ರಜ್ವಲ್ ಅವ್ರ ಕ್ಯರಿಯರ್ ಚೇಂಜ್ ಮಾಡೋ ಹಾಗೆ ಕಾಣ್ತಿದೆ ರಾಕಿ ಭಾಯ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಶುಭಾಶಯಗಳು🤗🤗🤗,0
Not-Hope,ಪಾಪ್ ಕಾರ್ನ್ ಮಂಕಿ ಟೈಗರ್ ಕೂಡಾ ಸೂಪರ್ ಐಡಿಆರ್,1
Not-Hope,ಒಬ್ಬ ಅಮ್ಮನ್ ಹತ್ರಾ ನಿಂಗೆ ಯಾವ್ ಮಾಗಾ ಇಸ್ತಾ ಅಂಥ ಕೇಳಿದ್ರೆ. ಸಾಂಡಲ್ವುಡ್ ಫಾನ್,1
Hope,ಜೈ ಕನ್ನಡ,0
Not-Hope,ಖಂಡಿತ ಹೌದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುತ್ತದೆ  100%,1
Not-Hope,ನಿನ್ ತುಣ್ಣಿ ಹತ್ರಾ ಶಾಟ ಉದ್ದ ಆಗಿದಾವೆ ಅನ್ಸುತ್ತೆ ಹೋಗಿ ಬೊಳುಸು.... ನಿಮ್ಮ ಅಮ್ಮನ್  ದ್ ಬಾಸ್ ವಿಶ್ಯ ಕ್ಕೇ ಬಂದ್ರೆ ತುಲ್ಲರೆ ಕೊಡ್ತೀನಿ ಮಾತ್ರ... ಹುಶಾರ್.. ಬಾರೋ.. ಡಮ್ ಇದ್ರೆ ಮೆಜೆಸ್ಟಿಕ್.... ಹತ್ರಾ ತುಲ್ಲರೆ ದೆಂಗ್ತಿನಿ ಅಷ್ಟೇ ಮಗನೇ ನಿಮ್ಮ ಅವ್ವ ಹಾದರಗಿತ್ತಿ,1
Not-Hope,ಯಲ್ಲ ಸುಲೆ ಮಕ್ಕಳು ಜಾಸ್ತಿ ತು,1
Not-Hope,ಪವರ್ ಸ್ಟಾರ್ ..ಫಾನ್ಸ್ ಲೈಕ್ ಮಾಡಿ,1
Not-Hope,ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ,1
Hope,ಸೂಪರ್ಬ್ ಕನ್ನಡಿಗ,0
Not-Hope,ಒಳ್ಳೇದು ಯಾರ್ಗೂನು ಬೇಕಾಗಿಲ್ಲ...,1
Hope,ಸೂಪರ್ ಸೋಂಗ್..ನ್ನ್ ಲವ್ಡ್ ಇಟ್,0
Not-Hope,ನಿಕ್. . . .,1
Not-Hope,@ಟ್ರೋಲ್ ಸ್ಟುಪಿಡ್ ಫಾನ್ಸ್ ವಾರ್ ಗೆ ಅಂಥ ಬಂದ್ರೆ ನಿಮ್ಮಕ್ಕನ್ ಮಿಂಡಾ ನಾನು ಸಂಸ್ಕೃತ ಇನ್ನು ಸ್ಟಾರ್ಟ್ ಮಾಡಿಲ್ಲ ನಿಂಗೆ ಬೇಕು ಆಂಡ್ರೆ ಹೇಳು ಸ್ಟಾರ್ಟ್ ಮಾಡೋನಾ,1
Hope,ಅವೆಸೋಮ್ ಸೋಂಗ್! 2ಎನ್ಡಿ ಶಂಕರನಾಗ್ ಟಿಒ ಕೆಎಫ್ಇ,0
Not-Hope,ಬಾರಿ ಶಾಕಿ ವಾಲ ಮೊಸಳೆ ಕಣ್ಣೀರು,1
Hope,ಸೂಪರ್ ಸೋಂಗ್ ಬ್ರೋ ಥಾಂಕ್ ಯೂ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸಿರ್ ಗ್ರೀಟ್ ಸಿಂಗರ್,0
Not-Hope,ಶಪಾ ಕೊಟ್ಟವನೆ ಕೃಷ್ಣ ..ಅವ್ರೆ ಇವಾಗ ಬಧುಕಿಲ್ಲ. ಅಂತವ್ರಿಯೇ,1
Not-Hope,ನೈನ್ ಮೊದಲು ನೈನ್ ಕೋಣೆ ಸೋಂಗ್,1
Not-Hope,ಕನ್ನಡ ಬಾಧಿಕಿ ಬಂಧಂತೈತು,1
Hope,ಅಣ್ಣ ನಿನ್ ಸೂಪರ್ ಅಣ್ಣ,0
Not-Hope,@ವಸಂತ ಸೆಟ್ಟಿ ಅಂಡರ್ಗ್ರೌಂಡ್ ಗೇ ಹೋಗು ಸಿಗ್ತಾರೆ ಮೆಜೆಸ್ಟಿಕ್ ಅಲ್ಲಿ ತುಲ್ಲೇ....,1
Not-Hope,ಎಂಆರ್ ನವೀನ್ ರಾಜ್ ಯೇನು ನಿಮ್ ಉದ್ದೇಶ??ನ್ ನಾನು ದ್ ಬಾಸ್ ಫಾನ್,1
Not-Hope,ಹಾಂಗ್ ಆಯ್ತು,1
Hope,ನೀವು ಗ್ರೀಟ್ ಸಿರ್ ಸ್ವಾಭಿಮಾನಿ ಸಿರ್ ಎಲ್ಲಾ ನಮ್ಮ ಪ್ರೀತಿಯ ಗೆಳೆಯರು ಹೇಗೆ ಯಾರಾ,0
Not-Hope,ಲುಕ್ ಲೈಕ್ ಆ ಶಂಕರನಾಗ್,1
Not-Hope,ಫುಲ್ ಗಿಚ್ಚ್ ಮಾಡಿ ನೋಡ್ ಅನಾ ಮಾಸ್ಟ್,1
Not-Hope,@ಅರುಣ್ ಜಾನು ನಿಮ್ಮ ಅಮ್ಮನ್ ತುಲ್ಲಾ ಸುಲೆಮಗನೆ ಬಾಚಾ ನಾನ್ ಮಾಗಾ ಅವನು,1
Not-Hope,ಜೆಂಟಲ್ಮ್ಯಾನ್ ನೋಡಿ ಬ್ರೋ,1
Not-Hope,ನೀವು ಹೇಳಿದ್ದು ನಿಜಾ,1
Not-Hope,ಥಿಯೇಟರ್ ಅಲ್ಲಿ ನೋಡೊಕ್ಕೆ ನಂಗು ಎಸ್ಟಾ.ಥಿಯೇಟರ್ ಅಲ್ಲಿ ಮೂವಿ ಎಲ್ಲಾ ಆಂಡ್ರೆ ಹೆಂಗೆ ನೋಡೊಕ್ಕೆ ಆಗುತ್ತೆ.ನಿಮ್ಹಂತವರೇ ಥಿಯೇಟರ್ ಅಲ್ಲಿ ನೋಡಿರ್ತಿರೋ ಎಲ್ವೊ ಯಾರಿಗೊತ್ತು.ತಿಳ್ಕೊಂಡು ಮಾತಾಡಿ ಸಿರ್  @ನುತೇಶ್ ನೈಕ್,1
Not-Hope,ಅಸೋಮ್ ಸೋಂಗ್ ವಿಜಯ ಪ್ರಕಾಶ,1
Not-Hope,ನನಗೆ. ಯಾದೀಮೇ. ಶಾದೀ.ಹಾಡುಗಳು.ಬೇಕಾಗೀವೇ,1
Not-Hope,ಇದೆ ತಾರಾ ಇದೆ ಕಟೆ ಬೆರೆ ಬಾಶೆಲಿ ಬಂದ್ರೆ ಹೋದೋಡಿ ನೋಡ್ತೀರ ಅದೆ ಕನ್ನಡದಲ್ಲಿ  ಬಂದ್ರೆ ಯಾಕ್ರೊ ನೋಡಲ್ಲ ....,1
Not-Hope,ಅಹ್ ಅಲ್ಲು ರಘು ಗೆ ಫಾರ್ವರ್ಡ್ ಮಾಡ್ಬೇಕು ಇ ವಿಡಿಯೋ ಬಾರಿ ನಿಗ್ರದವ್ನೆ,1
Hope,ಸೂಪರ್ ಬ್ರೋ,0
Not-Hope,ಬೆಂಕಿಗೇ ಇನೊಂದು ಅರ್ಥ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ..ಸಿಂಪಲ್ ಸ್ಟಾರ್ ಅಲ್ಲಾ ಫೈರ್ ಸ್ಟಾರ್,1
Not-Hope,ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸಿಂಗಿಂಗ್ ಇನ್ ಸೂಪರ್ ಸೋಂಗ್ ನ್ಸಿಂಗಿಂಗ್  ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸಿರ್,1
Not-Hope,@ವರಪ್ರಸಾದ್ ಕ್ ಕ್ ಹಾವ್ಡೊ ನಿನ್ ಅಮ್ಮನ್ ಗಾಂಡು ದಗಾರ್ ಫಾನ್ಸ್ ಅವ್ನಾ ಯೋಗ್ಯತೆ ಹೆಂಡ್ತಿ ಕಾಯಿ ಮುರ್ದು ಜೈಲ್ ಗೆ ಹೋಗಿ ಪೆಟ್ಟಿ ಥಿಂಗ್ ಯುಬಿಎಸ್ಎ ಜಾಸ್ತಿ ಆಗಿ ಅಷ್ಟೊತ್ತಿಗೆ ಸಾರತಿ ಆಂಡ್ರೆ ಲಿಯಾನ್ ಕಿಂಗ್ ಮೂವಿ ರಿಮೇಕ್ ರಿಲೀಸ್ ಮಾಡ್ಕೊಟ್ಟಿದ್ದು ನಮ್ ಕಿಚ್ಚ  ಈಗ ಹೇಳು ಹೆಂಡ್ತಿ ಹೊಡಿದು ಜೈಲ್ ಗೆ ಹೋದೋನು ಬಳೆಗಾರನ ಜೈಲ್ ಒಳಗೆ ಇದ್ದ ಕಾಮಿ ಪರವಾಗಿ ಫಿಲ್ಮ್ ರಿಲೀಸ್ ಮಾಡ್ಕೊಟ್ಟಿನು ಬಳೆಗಾರನ ಉತ್ರ ಕೊಡೊ ನಾಯಿ ಅದುಕ್ಜೆ ಹೇಳೋದು ಅವ್ನಣ್ಣ ದಗಾರ್ ಸೂಲೆನಾಗನ್ ಅಂಥ ನಿನ್ ಅಮ್ಮಾ ಹಾಕು ಸ್ಟೆಪ್ಪು ಅಲ್ಲಾ ಥಿಕಾ ಮುಚ್ಕೊಂಡ್,1
Not-Hope,ಸೂಪರ್ ಗುರು  ಟಿಕ್ಟೋಕ್ ಬಾನ್ ಇ'ಮ್ ರಿಯಲ್ ಹ್ಯಾಪಿ,1
Hope,ನಿಜ ನಾ ಇಷ್ಟು ಚನ್ನಾಗಿ  ಹೇಳಿದಿರ,0
Not-Hope,ಸೂಪರ್ ಅಣ್ಣ ಎದೆ ತಾರಾ ವಿಡಿಯೋ ಸ್ ಮಾಡಿ ಸೂಪರ್,1
Hope,ಸಕ್ಕತಾಗಿ ಹೇಳಿದ್ಯಾ ಗುರು,0
Not-Hope,ಜನ ಗಲಿ ಮೊಡ್ಲು ಮಿಟ್ರಾನ್ ಇಂಡಿಯನ್ ಅಪ್ ಬಂದಿದೆ ಅದನ್ನ ಯುಎಸ್ಇ ಮಾಡ್ಬೇಕು ಚೈನಾ ಅಪ್ ನಾ ಮೊಡ್ಲು ಡಿಲೀಟ್  ಮಾಡ್ ಬೇಕು.,1
Hope,ಹಿ ಸಿರ್ ಸುಪ್ನ್ಹಾಸಗೆ  ಎದ್ದಸ್ತು ಕಲು ಚಾಚು  ನನ್ನೋ ಗಡೇ ಈವತ್ತು ನಿಮ್ ನುಡಿಗಳು ಗೊತ್ತ್ಯತ್ಯು ಸಿರ್ನೂರ್ ಗ್ರೇಟ್ ಸಿರ್,0
Not-Hope,ಎಂಥ ವಲ್ಲೆ    ಟ್ರೇಲರ್  ರಿ   ಎದು   ಗ್ರೀಟ್ ನ್ಕೆಲ್ಹು   ಕಚ್ಡಾ   ಗಲು ನ್  ಇಂಥ   ಪ್ರತಿಬೆ ಗಲು   ಕರ್ನಾಟಕ ದಾಳಿದ್ರೂ   ನ್ ದುಡಿನ ಆಸೆ ಗೆ   ಲೋವ್   ಕ್ವಾಲಿಟಿ   ಮೂವಿ  ಮಾಡಿ  ನ್ಕಣ್ಣದ ಆಂಡ್ರೆ   ಜನ  ಇಂಟ್ರೆಸ್ಟ್ ಥೋರಿಸ್  ಬರ್ದು   ನಾ  ಥಾರ   ಅಪ್ರದ   ಮಾಡ್ತಿದರೆ,1
Not-Hope,@ಕುಮಾರ ಕಾಂತಿರವ ಸಾರಿ ನೋಡು,1
Hope,ಮೂವಿ ವಾಸ್ ಲೆಜೆಂಡರಿ. ನಿನು ಇತಿಹಾಸ ಬರ್ಯೋಕೆ ಬಂದಿರೋದು ಮಾಗಾ. ಕನ್ನಡ ಇಂಡ್ಯೂಟ್ರಿ ಹಿಸ್ಟರಿ ಬರೆದ್ರೆ ಎರಡು ಪಾರ್ಟ್ ಇರುತ್ತೆ ಒಂದು ರಕ್ಷಿತ್ ಬರೋಕು ಮುಂಚೆ ಮತ್ತೊಂದು ರಕ್ಷಿತ್  ಬಂದದ್ಮೇಲೆ,0
Hope,ವಾಸ್ತವದ ವಿವರಣೆಗೆ ಧನ್ಯವಾದ,0
Hope,ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಪ್ರೌಡ್ ಟಿಒ ಡಿಯಾ ಮೂವಿ,0
Hope,ಒಳ್ಳೇದು ಆಗಲಿ ಬಿಗ್ ಸಕ್ಸಸ್ ಫೋರ್ ಅಸ್ನ್,0
Hope,ಹೌದು ಫರ್ಸ್ಟ್ ಟೈಮ್ ಕೇಳ್ದಾಗ ನಂಗು ಒಕ್ ಅಂಸ್ತು ಬಿಟಿ ಈಗ ಕೇಳ್ಬೇಕು ಆನ್ಸ್ಟೈಡ್ ಆಂಡ್ ಸಕ್ಕತ್ ಡಾನ್ಸ್ ಮೂವ್ಸ್,0
Hope,ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ಸೂಪರ್ ನೀವು..,0
Hope,ಪಿಎಲ್ಜ್ ಸಿರ್ ಉ ರ್ ಗ್ರೀಟ್,0
Hope,ಪ್ಲೀಸ್ ಇಂಥ ಸಿನಿಮಾಗಳನ್ನು     ಜೆಲ್ಲಿಸೋನ ......ನಮ್ಮ ಹೆಮ್ಮೆಯ ಕನ್ನಡ ಸಿನಿಮಾ,0
Hope,ನೋಡಿ ಸರ್ ಯಾವದನು ಅಲೆಗಳಗಿಲ್ಲ ನಾನು ದೇವರನ ನಂಬಲ ಅಂದರೆ ಕೃಷ್ಣನ ಖಂಡಿತಾ ನಂಬತಿನಿ,0
Hope,ಕನ್ನಡದ ಕಿರೀಟ ಇದು,0
Hope,ಸಿರ್ ನೀವು ಕೊಟ್ಟಿಗುಒಬ್ಬ್ರು,0
Not-Hope,@ಲೈವ್ ವಿಜ್ಜು 2.0,1
Not-Hope,ಚಲು ಅತಿ ನಾಟಕ,1
Not-Hope,@ಸ್ಕ್ ಪ್ರೊಡಕ್ಷನ್ಸ್ ಶ್ನಾಕರ್ ನಾಗ್ ಅಣ್ಣ ನೈಸ್ ಮನ್,1
Hope,ಅವೆಸೋಮ್ ಸೋಂಗ್,0
Hope,ಸೂಪರ್ರ್ ಮೂವಿ,0
Not-Hope,ಇಂಥ ಕಥೆ ಹುಟ್ಟುಹಾಕಿದ ಮಹಾನುಭಾನಿಗೆ ನಮೋನಮಹಾ,1
Not-Hope,@ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ನಿಮ್ಮ ಅಪ್ಪ ಸೂಳೆಮಗ,1
Not-Hope,ಯೆಸ್ ಟ್ರೂ ಲೈನ್ಸ್,1
Not-Hope,ಅಲ್ಲಾ ಇಂಟಾ ಒಲ್ಲೆ ವಿಡಿಯೋ ಗು ಡಿಸ್ಲೈಕ್ ಮಾಡ್ತಾರಲ್ವಾ ಅವ್ರಿಗೆ ಮಾನವೀಯತೆ ಮನುಷ್ಯತ್ವ ಒಲ್ಲೆ ಗುಣ ಕೂಡಾ ಇಲ್ಲಾ ಅನ್ಸುತ್ತೆ.....ಎಂಟಾ ಸ್ವಾಭಿಮಾನಿ ವ್ಯಕ್ತಿ ವೀಕ್ನೆಸ್ ನಾ ಕೂಡಾ ಸ್ಟ್ರೆಂತ್ ಆಗಿ ಮಾಡ್ಕೊಂಡ್ ಸ್ವಾಭಿಮಾನಿ ಆಗಿ ಜೀವ್ನ ಮಾಡ್ತಿದರಲ್ವಾ ಗ್ರೀಟ್ ಸಿರ್....,1
Not-Hope,ಮೂವಿ ನೋಡಿ ಹಾಂಡ್ಸ್ ಅಪ್....  ಮಾಡಿ 🤗,1
Hope,ಸೂಪರ್ ಕಮೆಂಟ್ ಸಿರ್,0
Not-Hope,@ಪಂಟರ್ 18 ಪಕ್ಕ,1
Not-Hope,ಸಿಗ್ನೇಚರ್ ಸ್ಟೆಪ್ಸ್ ಅವೆಸೋಮ್...ಪಕ್ಕ...# ಟಾಗ್ ಆಗ್ತೆ,1
Hope,ಲವ್ ಯೂ ಸಿರ್,0
Not-Hope,ಜಾನ್ಯುರಿ ಅಲ್ಲಿ ಸೋಂಗ್ ಕೇಳೋರು ಲೈಕ್ ಮಾಡಿ,1
Not-Hope,ಜಿಂಗ್ ಜಿಂಗ್ ಅಮೇಜಿಂಗ್,1
Not-Hope,@ಇನ್ಫೋ ಅಭಿ ಏನ್ ಡೈಲಾಗ್ ಪಾ,1
Not-Hope,ಸಿರಿ ಸೋಂಗ್ ಬ್ರೋ,1
Not-Hope,ದಿಯಾ ಸ್ವರೂಪವನ್ನು ನೋಡಿ ಗಡ್ಗಡಿತನದೇ...,1
Not-Hope,ಪಕ್ಕ ಗುರು ಸೇಮ್ ಫೀಲಿಂಗು,1
Hope,ಬ್ರೋ ನಾನು ಕೂಡಾ ಟಿಕ್ಟೋಕ್ ಯುಎಸ್ಇ ಮಾಡ್ತಿದೆ ಅಡ್ರೇ ಅದು ಬಾನ್ ಅಡಗ ನಂಗ್ ಯೇನು ಬೇಜರ್ ಆಗಿಲ್ಲ ಯಾಕಂಡ್ರೇ ನಮ್ದು ಒಂದು ಸಣ್ಣ ಕಾಂಟ್ರಿಬ್ಯೂಷನ್ ಇರ್ಲಿ ನಮ್ಮ ದೇಶ ಕೇ ಜೈ ಹಿಂದ್,0
Hope,ಕನ್ನಡ ಸಿನಿಮಾ ದ ಅವತಾರ ಶುರುವಾಯಿತು,0
Not-Hope,ನೈಸ್ ವಿಡಿಯೋ ಬ್ರೋ,1
Hope,ಇ ವೇಟಿಂಗ್ ಬ್ರೋ,0
Not-Hope,ಅಮರ್ ಪ್ರಸಾದ್ ಸಿರ್ ನಮ್ ದೇಶದಲ್ಲಿ ಚೈನಾ ಕಿಂತ  ತಲೆಹಿಡುಕರು ಜಸ್ಸ್ತಿ ಎದರೆ ಗೊತ್ತ ನಮ್ ದೇಶ ಇಎನ್ ಕಮ್ಮಿ ಎಲ್ಲಾ ಎಸ್ಲಾಮೀಕರಣ ಮಾಡೋದರಲ್ಲಿ ಚೈನಾ ಕಿಂತ ಕಮ್ಮಿ ಎಲ್ಲಾ ನಮ್ ದೇಶದಲ್ಲಿ ಜನ ನಮ್ಮಣ್ಣ ಎಎ ದೇವಸ್ತಾನಕ್ಕೆ ಸೆರ್ಸಿಲ್ಲಾ ಈ ದೇವಸ್ತಾನಕ್ಕೆ ಸೇರ್ಲಿಲ್ಲ ಅನ್ನೋರು ಚೈನಾ ಕಿಂತ ಕಮ್ಮಿ ಎಲ್ಲಾ 100 ರಲ್ಲಿ 35 % ಮಾರ್ಕ್ಸ್ ತಗೊಂಡ್ರು ಅವ್ರಿಗೆ ಮೀಸಲಾತಿಯಲ್ಲಿ ಕೆಲ್ಸಾ ತಗೊಳ್ಳೋರು ಇಎನ್ ಚೈನಾ ಕಿಂತ ಕಮ್ಮಿ ಎಲ್ಲಾ.ನೋಡೋನಾ  ಚೈನಾದಲ್ಲಿ ಎಸ್ತೋದು ಸವಲತ್ತು ತೋರ್ಸಿ ನೋಡೋನಾ.,1
Not-Hope,ಬ್ಯೂಟಿ.. ಗುರು..,1
Hope,ಅಲ್ಟಿಮೇಟ್ ಗುರು ಟಿಕ್ ಟೋಕ್ ಅವರ ಭವಿಷ್ಯ ನೇ ಹೇಳ್ಬಿಟ್ಟೆ,0
Not-Hope,ಗುರು ಇವರಿಗೆ ದೇಶದ ಅಭಿಮಾನ ಇಲ್ಲ ಇವರಿಗೆ ವಿಡಿಯೋ ಮಾಡೋದೇ ಮುಖ್ಯ ಇವರಿಗೆ,1
Hope,ಸೂಪರ್ ಬ್ರೋ ಉರ್ ವಿಡಿಯೋ,0
Hope,ಯದ್ದಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರಮುಂದೆ ಭಗವತ್ಗೀತೆ ಅದ್ಬುತ ರಚನೆ,0
Not-Hope,ಸೂಪರ್ಬ್ ಚೆನ್ನಗ್ ಹೇಳುದ್ರಿ ಫ್ರ್ಂಡ್🤣🤣ನಮ್ ಹತ್ರಾ ಟಿಕ್ ಟೋಕ್ ಅಪ್ ಇಲ್ಲಾ,1
Not-Hope,ಸೂಪರ್ ಬ್ರೋ ಸಾರಿ ಯಾಗಿ ಹೆಲ್ಡ್ಡೆ,1
Not-Hope,@ಡೆಸ್ಪೆರಾಡೊ  ಶ್ರೀ ಮನ್ ನಾರಾಯಣ ಡಬ್ಬ ಸಿನಿಮಾ,1
Not-Hope,ಸೂಪರ್ ಹಿಟ್ ಸಾಂಗ್ಸ್,1
Not-Hope,ಮೇಕಿಂಗ್ ತುಂಬಾ ಚನ್ನಾಗಿದೆ  ಲಿರಿಕ್ಸ್ ನಾಟ್ ಗುಡ್,1
Hope,ಸಾಹಸಸಿಂಹ ಅಭಿಮಾನಿಗಳ ಇಂದ ಆಲ್ ದ ಬೆಸ್ಟ್,0
Not-Hope,ಸೂಪರ್ ಸೋಂಗ್ ಶೆಟ್ಟಿ,1
Not-Hope,ಲೌಡಾ ಸಿನಿಮಾ ಡೈರೆಕ್ಟರ್ ಪಿಶ್ಚೊ ಚನ್ನಾಗಿರೋ ಸಿನಿಮಾ ಎಂಡಿಂಗ್ ಅಲ್ಲೀ ಹಾಲ್ ಮಾಡ್ ಡಿಎ,1
Not-Hope,ವೇಟಿಂಗ್... ಅತ್ಯದ್ಬುತ ಕಟಹಂದರ,1
Hope,ಇದು ಚರಿತ್ರೆ ಶೃಷ್ಟಿಸೋ ಅವತಾರ ನ್ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನಮ್ಮ ಎಮೋಷನ್ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,0
Not-Hope,ಎವರ್ಗೆ ಟಿಕ್ ಟೋಕ್ ಎಲ್ಡೆ ಕಕ್ಕಸು ಅಗೋಲಾ ಅನುಸುತ್ತೆ,1
Hope,ಗುಡ್ ಜಾಬ್ ಬ್ರೋ.,0
Hope,ಎನ್ ಲಿರಿಕ್ಸ್ ಬಾರಿಸಿದ್ದಾರೆ ಗುರು ಚಿಂದಿ,0
Hope,ಸೂಪರ್ ಸೋಂಗ್ ಅಣ್ಣ,0
Hope,ಇಲ್ಲಿಂದ ನಿಮ್ಮ ವಿಜಯ ಯಾತ್ರೆ ಪ್ರಜ್ವಲಿಸಲಿ,0
Not-Hope,@ಭೀಮರಾವ್ ನೈಕ್ ನೀಡೆ ಬೇಡಾ ಅಂತ ಹೇಳೋದು,1
Hope,ಸೂಪರ್ ಸಾಂಗ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಣ್ಣ,0
Hope,ಬ್ರೋ ವೆಲ್ ಸೈದ್ ಸೂಪರ್ಬ್,0
Not-Hope,ಬರತದಲ್ಲಿ ಫ್ರೀ ಆಗಿ ಕೊಡುದನ್ನ ನಿಲ್ಲಿಸ್ಬೇಕು.,1
Not-Hope,ಬೆಸ್ಟ್ ಮೂವಿ ಇನ್ ಕನ್ನಡ🤘🤘🤘,1
Not-Hope,ಹಾಡಿನ ಫುಲ್ ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಇದಾನೆ(ಶ್ರೀ ಕೃಷ್ಣ) ಅವನ ತತ್ವ ಗಳೇ ಇದಾವೆ....ಲಿರಿಕ್ಸ್ ಬಿಜಿಎಂ ಅಂದ್ರೆ ಇದು,1
Hope,ಆವಾಗಾವಾಗ ಈ ಹಾಡು ಕೇಳಲಿಲ್ಲ ಅಂದ್ರೆ ಏನೋ ಮಿಸ್ ಮಾಡಿದಾಹಾಗೆ ಆಗುತ್ತೆನ್ಸ್ಲೋ ಪಾಯ್ಸನ್,0
Hope,ಸೂಪರ್ ಬ್ರೋ,0
Hope,ಬ್ರೋ ಯಾರ್ನು ಬಿಡ್ಬೇಡಿ ಟಿಕ್ಟೋಕ್ ಅನ್ಇನ್ಸ್ಟಾಲ್ ಆಗೋವರ್ಗು ರೋಸ್ಟ್ ಮಾಡಿ. ಪ್ರತಿಯೊಬ್ರುನ್ನು,0
